id,x,y,tx,ty
124,-10.0,-7.8125,0.0,-1.0
125,-10.0,-8.4375,0.0,-1.0
126,-10.0,-9.0625,0.0,-1.0
127,-10.0,-9.6875,0.0,-1.0
128,-5.4222,-3.0541,0.6107,-0.7919
129,-7.7142,6.7439,-0.5359,0.8443
130,-8.4933,-2.771,0.6829,-0.7305
131,8.9709,-4.4317,0.8506,0.5259
132,-0.3602,8.2222,0.1676,-0.9859
133,5.4083,0.0768,0.5753,-0.818
134,-9.4905,9.5293,0.4154,0.9096
135,-8.4795,-3.5349,-0.9058,0.4238
136,-1.7108,0.8199,0.5063,0.8623
137,-8.1836,-4.4125,-0.2693,-0.9631
138,7.0999,-8.197,-0.9754,-0.2203
139,8.9595,8.4712,-0.6598,-0.7515
140,7.2233,-1.2486,0.3299,0.944
141,-6.7915,7.2106,0.2381,0.9713
142,-5.8689,-0.5194,0.9662,0.2578
143,5.9548,2.2297,-0.4375,0.8992
144,1.8108,-5.3124,-0.9304,-0.3666
145,-7.2728,9.5465,0.6274,-0.7787
146,8.9634,3.0872,-0.4986,-0.8668
147,-6.7399,-5.4293,-0.9187,0.3949
148,0.4245,-4.0148,0.9569,-0.2903
149,-2.2282,8.606,-0.192,-0.9814
150,-8.4668,5.5086,0.9053,-0.4248
151,-3.2343,9.0396,-0.985,-0.1725
152,3.6058,-7.5863,-0.0559,0.9984
153,0.8498,-4.4855,0.9454,0.3259
154,8.4505,-0.0571,-0.1497,-0.9887
155,-8.9176,4.9092,0.7233,0.6905
156,7.721,-9.5582,-0.3256,0.9455
157,-1.8921,-8.5242,-0.9793,-0.2026
158,7.6515,3.2624,-0.9192,-0.3938
159,-2.155,-5.3111,-0.8069,-0.5907
160,-2.7797,-8.4713,0.5022,0.8647
161,-9.5651,-1.3217,-0.7278,0.6857
162,8.5207,-9.0823,-0.7409,-0.6716
163,7.1931,-8.4559,0.9821,-0.1885
164,7.7525,-7.1366,-0.1401,-0.9901
165,6.3576,1.4397,0.8841,-0.4674
166,-8.9692,3.0731,0.0767,-0.9971
167,8.0786,-9.5488,-0.8385,-0.5449
168,1.4614,-2.1481,0.3563,0.9344
169,4.4637,6.2566,-0.4999,-0.8661
170,-1.3845,-4.1032,-0.7143,-0.6999
171,-6.7526,-0.4672,-0.7998,-0.6003
172,-9.544,-4.4157,-0.9979,0.0641
173,1.4575,-7.2041,-0.9838,-0.1791
174,9.5022,-9.1205,-0.506,0.8625
175,3.9778,-8.1667,-0.9926,-0.121
176,2.6599,2.7686,0.3236,0.9462
177,0.0512,5.8715,0.3398,-0.9405
178,4.4228,0.0509,0.3927,0.9197
179,8.581,3.126,0.8608,0.5089
180,1.745,7.1097,-0.9208,0.39
181,7.7085,-2.6113,-0.5448,-0.8386
182,3.9742,7.6984,-0.9244,0.3814
183,-6.3146,1.9103,-0.1673,0.9859
184,8.0589,7.5928,-0.9339,-0.3574
185,8.5762,-1.8572,-0.5724,0.8199
186,-4.9312,-9.5434,0.9124,-0.4094
187,2.3293,5.7475,0.8842,-0.4671
188,5.7599,-0.4464,-0.9999,-0.0149
189,-6.3886,4.1173,-0.4701,0.8826
190,7.6781,8.221,-0.0808,-0.9967
191,-7.7529,-3.6253,0.9735,0.2286
192,-0.533,-6.8649,-0.9875,0.1579
193,-8.4535,-1.8233,-0.5162,0.8565
194,0.4568,-7.0982,0.8779,-0.4788
195,-1.4,-7.1263,0.9972,0.0753
196,-4.4752,8.5834,-0.9454,-0.3258
197,-0.9299,7.5627,-0.0586,-0.9983
198,1.7336,9.0092,-0.9956,0.094
199,-6.3913,-0.3635,0.8595,0.5112
200,-8.924,-3.502,0.9851,-0.1722
201,-4.4085,-5.3923,-0.9936,-0.1129
202,-6.3744,-0.0853,-0.7535,-0.6575
203,-7.6389,8.4604,0.084,0.9965
204,-1.3916,8.2001,-0.9946,0.1035
205,4.492,-2.6527,-0.9025,0.4306
206,-0.8941,-2.1545,0.8913,0.4534
207,8.0138,8.4959,0.7857,0.6187
208,6.7749,0.4704,0.5224,-0.8527
209,-4.5973,9.4591,0.0639,0.998
210,2.2392,-8.2054,0.339,0.9408
211,0.0502,7.6952,-0.9995,-0.0309
212,4.4809,-7.7701,0.1175,-0.9931
213,1.3835,-0.8285,0.9252,0.3795
214,8.0243,-4.9392,-0.8858,-0.4641
215,3.2225,1.3529,0.7324,0.6809
216,7.134,1.0016,0.9739,0.2271
217,-7.7201,8.9282,0.9456,0.3254
218,8.4702,-1.3629,0.5045,-0.8634
219,5.8424,4.0457,0.7376,0.6752
220,-8.1098,-7.5796,0.96,0.2799
221,-0.9634,-7.1049,-0.9248,0.3804
222,-9.0823,0.9693,0.5568,-0.8306
223,8.9889,6.3847,-0.0779,0.997
224,6.664,1.4039,-0.8814,0.4723
225,-2.643,-4.0738,0.9687,0.2482
226,7.5815,-1.0,-0.9493,0.3145
227,2.2752,6.336,-0.8834,-0.4686
228,-1.4204,5.8227,-0.9024,-0.4309
229,3.1341,8.0271,-0.4951,0.8689
230,1.2523,0.4132,-0.4002,0.9164
231,-4.0833,-8.2019,0.7839,0.6209
232,-6.3676,-2.349,-0.6697,0.7426
233,7.5867,-1.3089,0.8109,0.5852
234,8.4614,-7.6487,0.1041,-0.9946
235,0.0872,0.0328,0.9776,-0.2103
236,9.0915,-2.7052,0.9824,-0.1869
237,5.4949,7.7162,0.6616,-0.7498
238,-7.2042,-9.028,-0.8061,-0.5918
239,0.4003,1.4607,-0.3038,-0.9527
240,3.1045,1.8831,-0.2194,0.9756
241,-6.7977,-1.7646,-0.681,-0.7323
242,6.3841,8.1374,-0.9614,0.2751
243,1.905,-1.9109,-0.9936,0.1127
244,-7.2391,4.4063,0.0488,-0.9988
245,-0.5502,3.1186,-0.1992,0.98
246,-1.7336,6.8315,-0.4146,0.91
247,-4.5074,4.4843,0.89,-0.456
248,3.1078,-4.8554,0.9382,0.346
249,4.4048,5.8586,-0.9959,0.0901
250,0.377,-0.8572,0.8536,-0.5209
251,-8.9812,-7.7623,-0.7691,-0.6392
252,-5.9091,4.0545,-0.9578,-0.2875
253,-6.2377,-7.1085,0.0016,1.0
254,5.327,-9.014,-0.5531,0.8331
255,-0.9038,8.5389,0.5981,-0.8014
256,-4.4863,-1.4265,-0.9316,-0.3636
257,-0.4163,-8.6232,-0.9957,-0.0925
258,4.5947,-4.8888,0.8106,0.5856
259,-8.0254,-8.0562,0.9949,0.1005
260,3.7062,4.1009,0.9741,-0.2262
261,-5.3398,-8.0767,-0.7159,0.6982
262,-1.7825,0.4463,-0.797,-0.604
263,0.8037,8.0192,0.8772,0.4802
264,-8.1015,-0.8241,-0.408,-0.913
265,-9.515,-3.6881,0.9116,-0.4111
266,9.4768,-5.5048,-0.8891,-0.4577
267,5.7602,0.948,0.7021,0.712
268,-5.3673,1.7629,-0.871,-0.4912
269,2.1835,-1.3915,0.1025,-0.9947
270,2.69,0.3712,-0.8321,0.5547
271,3.0881,2.2566,0.7283,-0.6853
272,-6.2282,7.7461,-0.5945,-0.8041
273,6.6653,-5.295,0.8062,-0.5916
274,8.0439,7.2111,-0.7137,-0.7004
275,-3.9537,5.4254,0.6786,0.7345
276,-8.9425,5.9668,-0.3663,0.9305
277,7.5514,-4.8631,0.2983,0.9545
278,-7.6448,-1.7486,0.8404,-0.542
279,3.5837,8.9729,0.0653,-0.9979
280,-6.3167,-5.3062,-0.4461,-0.895
281,-3.2443,-5.0143,-0.3148,0.9492
282,8.5219,-3.1501,0.4026,0.9154
283,-3.6183,7.2342,0.0405,-0.9992
284,-3.1503,5.4653,-0.9868,0.1617
285,4.0986,-4.4271,0.1515,0.9885
286,-3.0596,-0.9018,-0.7433,-0.6689
287,6.2136,-6.3026,0.9681,0.2507
288,3.2004,6.7424,-0.4605,0.8876
289,2.6096,1.4379,-0.9805,0.1963
290,5.4398,-8.6338,0.5981,0.8014
291,-3.7067,4.0048,0.9954,-0.0963
292,6.6917,6.3279,0.2542,0.9672
293,0.3987,0.5238,0.6829,0.7305
294,2.729,-4.1302,0.2878,0.9577
295,7.1389,1.4324,0.1195,-0.9928
296,9.0515,2.7273,-0.8924,0.4512
297,4.1379,-2.6858,-0.9167,-0.3995
298,-0.0379,5.487,0.9913,0.1316
299,-5.8009,0.9365,0.9767,0.2147
300,3.6741,3.7055,-0.9426,0.3339
301,7.1526,-5.8026,0.4067,-0.9136
302,-8.5038,5.8335,0.7511,-0.6602
303,9.3876,-6.8086,0.8552,0.5182
304,6.6717,2.218,-0.9711,-0.2387
305,-8.0171,6.7439,0.855,-0.5186
306,-1.7645,-5.0229,-0.7623,0.6472
307,-3.6298,-1.8139,0.4794,-0.8776
308,8.5103,2.2292,0.6674,0.7447
309,6.2863,3.5585,0.9187,-0.3949
310,-9.5428,-0.5359,0.0089,-1.0
311,2.7615,4.8802,0.9328,-0.3603
312,-2.1641,5.5076,-0.4449,-0.8956
313,8.6429,-9.4344,-0.6538,0.7567
314,-1.8777,7.0971,0.9255,-0.3787
315,-6.4137,-8.9809,-0.16,0.9871
316,8.5552,-8.2011,-0.4937,0.8696
317,9.0626,0.1108,-0.3042,-0.9526
318,0.8192,-6.8681,0.0961,-0.9954
319,-8.6547,-7.164,0.9032,-0.4292
320,-0.5178,-5.9333,0.2802,0.9599
321,0.8202,1.2846,0.297,-0.9549
322,9.1079,9.1175,-0.0719,-0.9974
323,4.0549,-5.4252,0.9207,0.3902
324,-9.5325,8.0152,-0.7593,0.6508
325,6.3614,6.3944,-0.2044,0.9789
326,-9.0766,8.6727,-0.3357,0.942
327,5.5076,6.2194,0.9943,-0.1069
328,-2.2679,7.7719,-0.6239,-0.7815
329,-6.209,-7.6429,-0.2017,-0.9794
330,-2.7514,1.4177,0.9892,-0.1464
331,-2.1708,-3.1601,-0.7168,0.6973
332,1.7087,8.5851,0.32,-0.9474
333,2.7332,-3.6588,-0.9166,0.3999
334,-7.3148,-2.6052,0.6824,-0.731
335,1.3861,2.7813,0.422,0.9066
336,-3.6189,5.425,0.9465,-0.3228
337,8.9767,9.3563,0.195,0.9808
338,5.7798,6.4083,-0.4608,0.8875
339,-9.3782,0.9782,0.0389,-0.9992
340,-1.2479,8.5691,-0.7853,0.6191
341,6.2633,-3.5578,-0.7776,-0.6287
342,-1.7433,3.2292,-0.94,0.3413
343,-3.0871,-3.569,-0.0479,-0.9989
344,8.1905,-8.0646,0.1357,0.9907
345,-1.2419,-1.4337,0.9333,0.3591
346,-1.3983,-4.8671,-0.3086,0.9512
347,6.4188,4.5158,-0.987,0.1607
348,-2.7897,-7.1757,0.4926,0.8702
349,3.5619,-3.1642,-0.6119,0.7909
350,-9.0514,-5.8744,-0.809,0.5879
351,5.8694,5.8343,0.9357,0.3528
352,-6.4151,-5.0339,-0.8661,-0.4999
353,-9.523,-4.1407,0.7474,-0.6644
354,3.0963,-1.7061,0.5789,0.8154
355,-3.6343,8.0952,-0.817,-0.5766
356,4.907,-8.6682,-0.5105,-0.8599
357,-7.2378,-5.008,-0.8743,0.4854
358,-8.1496,8.9664,-0.3025,-0.9532
359,6.6996,-8.9602,-0.8468,0.5319
360,-8.193,0.8067,-0.9996,-0.0291
361,3.2172,4.4964,0.9989,0.0462
362,2.2427,-7.1806,-0.3581,-0.9337
363,6.3285,0.0019,-0.5287,-0.8488
364,1.7763,5.7506,0.971,0.2389
365,0.9271,9.5547,-0.6765,0.7365
366,-8.0269,-1.7387,0.9913,-0.1314
367,2.7152,-4.9708,-0.8785,0.4777
368,5.0121,4.4999,-0.9999,-0.0122
369,-4.5669,-9.1069,0.8441,-0.5362
370,4.012,-2.2068,-0.2043,-0.9789
371,-1.3652,3.1095,-0.87,-0.4931
372,8.9423,-6.8622,0.2959,-0.9552
373,1.2975,-4.9835,0.6583,-0.7527
374,7.7555,-4.3997,-0.9635,0.2676
375,-0.5361,4.453,-0.9878,0.1558
376,1.7475,0.9359,-0.7545,0.6563
377,-6.7263,-4.977,0.9782,-0.2077
378,-0.8572,-1.3733,-0.3259,-0.9454
379,5.0477,-7.752,0.8664,0.4994
380,5.9536,4.8953,0.6516,-0.7585
381,6.7493,0.8977,-0.9925,0.1218
382,-1.9,-5.8032,0.9081,0.4187
383,3.5578,1.8949,-0.9516,-0.3073
384,-0.8654,-2.7039,-0.8676,0.4973
385,-6.7364,2.1662,0.7192,-0.6948
386,5.4749,9.4379,0.2851,0.9585
387,-2.6259,-2.184,0.4622,-0.8868
388,-5.9669,4.4786,-0.935,-0.3546
389,8.994,2.2329,0.9417,0.3364
390,-7.1073,7.1703,0.9844,-0.176
391,6.8658,8.6325,-0.9969,-0.0792
392,-0.0753,7.2974,-0.254,0.9672
393,3.142,2.7707,-0.9816,0.191
394,-6.2088,7.2941,0.627,-0.779
395,-8.9594,-9.44,-0.3382,0.9411
396,3.0571,-1.3475,0.3524,0.9358
397,-5.4986,-8.4716,0.6888,0.725
398,-6.7917,-1.411,-0.2962,0.9551
399,-0.9471,-4.1152,0.1877,-0.9822
400,-8.9274,-4.4839,-0.9842,0.1773
401,-1.3786,-0.816,0.141,0.99
402,-9.4512,6.2603,0.5026,0.8645
403,-5.8828,-7.6276,-0.4967,0.8679
404,0.3962,-9.4256,0.9296,-0.3686
405,7.5978,5.4437,-0.5518,0.834
406,-9.535,-6.4008,0.9972,-0.0745
407,-5.9559,-5.7472,-0.9957,0.0927
408,-8.0347,7.7323,0.4305,0.9026
409,-6.8456,2.6773,0.7751,-0.6319
410,-7.281,-5.315,-0.9691,0.2465
411,-7.1366,4.1237,-0.2507,-0.9681
412,-0.8978,7.133,0.9948,-0.1022
413,1.8709,7.7213,0.9507,0.3101
414,-4.8872,4.9473,0.821,0.5709
415,-1.7331,-8.9224,-0.1846,-0.9828
416,-2.7206,-5.3537,-0.1986,0.9801
417,-1.3401,-6.745,0.4012,0.916
418,-8.2067,-7.1368,0.9696,0.2448
419,-3.5836,2.5931,0.9906,0.1368
420,-1.2425,-5.3306,0.1532,-0.9882
421,3.4971,8.079,0.664,0.7478
422,2.7635,7.6787,-0.9795,0.2014
423,-3.5078,-8.9422,-0.7867,-0.6173
424,-6.7983,8.0585,-0.9004,0.4351
425,3.1489,5.0056,0.9855,0.1695
426,0.9349,-8.4824,0.2089,-0.9779
427,5.9591,-7.6433,0.9978,0.066
428,6.3568,-1.8536,0.0746,-0.9972
429,2.2183,-5.4415,0.7836,-0.6213
430,-2.1512,6.835,-0.9123,0.4096
431,-3.6148,8.5988,-0.9752,-0.2215
432,5.5119,-0.9164,-0.9896,0.1441
433,1.8371,1.2734,-0.7673,0.6412
434,4.0302,-9.5137,0.7601,-0.6498
435,4.9617,0.8144,0.786,-0.6182
436,1.7477,-2.7119,-0.5134,0.8581
437,6.8702,-4.1287,-0.7498,-0.6616
438,4.4175,2.2166,0.8964,-0.4433
439,-4.5595,0.8442,0.9717,-0.2361
440,3.9523,-0.0755,-0.9984,-0.0563
441,-1.3927,-9.0995,-0.9564,0.2921
442,-3.5987,-2.6513,-0.1793,0.9838
443,-0.824,4.0132,0.9668,-0.2555
444,-5.4057,-5.3819,0.6237,0.7817
445,-0.4968,2.7003,-0.8768,-0.4808
446,-1.3299,9.5748,-0.2031,0.9792
447,-0.0718,-4.9377,-0.1813,0.9834
448,8.0746,2.607,-0.827,0.5622
449,3.1785,0.8673,1.0,-0.0076
450,-0.8597,-9.4757,0.941,0.3385
451,1.8227,-5.0086,-0.8807,-0.4737
452,1.7665,-7.5628,0.8684,0.4959
453,-9.0433,-2.232,0.5646,0.8254
454,-2.6635,4.4634,-0.9288,0.3707
455,7.2538,-4.5515,-0.9978,-0.0657
456,8.9886,5.0509,-0.0552,0.9985
457,-5.4556,3.9727,-0.4055,0.9141
458,-8.0438,9.389,0.8544,0.5196
459,-5.4436,4.3975,-0.3282,0.9446
460,-7.238,-3.6588,0.978,-0.2086
461,-4.4937,-0.945,0.9403,-0.3405
462,-8.9387,2.806,-0.5084,0.8611
463,-0.4369,0.4739,-0.9025,-0.4306
464,2.6933,-2.2494,0.843,-0.538
465,5.0075,1.7583,0.9992,0.0388
466,7.6988,5.9244,0.3721,-0.9282
467,3.0471,9.4507,0.9478,-0.3187
468,4.9482,-7.2423,0.8398,0.5428
469,-3.2208,1.357,0.5281,0.8492
470,-0.9687,6.785,0.9697,-0.2441
471,5.3347,5.9251,-0.9723,-0.2337
472,-8.5337,6.2708,0.996,0.0891
473,-4.1275,8.6073,-0.0479,0.9989
474,2.7066,-6.6948,-0.9509,0.3094
475,-4.4472,-5.836,-0.3511,-0.9363
476,-9.4745,-2.2496,-0.1056,-0.9944
477,-3.2597,-4.5594,0.9996,-0.0288
478,8.138,4.5692,-0.2335,0.9724
479,6.6749,-6.8371,-0.9713,-0.2378
480,-0.4338,9.0493,-0.9782,-0.2079
481,2.2577,5.0639,-0.8294,0.5587
482,4.1124,1.871,0.4864,0.8738
483,0.9193,3.0728,0.99,-0.1412
484,-4.0019,-1.27,0.6045,-0.7966
485,9.0776,7.1122,-0.9999,0.0105
486,9.5212,3.1285,-0.7969,-0.6042
487,6.2945,-0.99,0.1424,0.9898
488,8.6426,-4.4282,-0.9624,-0.2717
489,4.504,-6.8132,-0.3389,-0.9408
490,0.0734,-3.6883,-0.9955,-0.0952
491,4.0449,9.0708,0.9981,-0.061
492,0.3952,2.2218,-0.7651,-0.6439
493,9.437,4.545,-0.689,0.7248
494,-1.4036,-2.3527,0.1387,-0.9903
495,-6.2063,5.7545,0.4792,0.8777
496,7.589,8.9618,-0.7481,0.6636
497,8.9663,0.5499,-0.5722,0.8201
498,4.5799,-9.4945,-0.9096,0.4155
499,-7.5825,7.6565,0.1984,-0.9801
500,1.2463,8.5438,-0.9951,0.0993
501,8.6639,-0.3971,0.273,-0.962
502,-4.0483,4.5272,-0.8867,-0.4623
503,3.581,3.0503,-0.5468,0.8373
504,-8.6366,1.3135,0.368,-0.9298
505,9.5,1.8233,0.0735,0.9973
506,8.1067,3.236,0.1603,0.9871
507,-6.2049,0.4208,-0.9996,-0.0283
508,-0.9781,-3.5188,-0.0681,0.9977
509,2.2284,7.1494,0.9984,0.0571
510,-1.6974,-9.3927,-0.5964,-0.8027
511,-4.8662,-8.5311,-0.9976,-0.0696
512,-3.2131,9.5542,-0.942,0.3357
513,-4.9144,1.7054,0.9785,-0.2061
514,2.5966,-8.0062,-0.9016,-0.4326
515,-6.23,3.6932,0.6539,-0.7566
516,9.4865,4.0091,0.6401,0.7683
517,-4.9279,3.7007,-0.9069,-0.4213
518,-1.4037,-6.3358,0.6752,-0.7376
519,8.4869,-6.2701,-0.8667,-0.4988
520,-3.5174,-8.498,-0.1996,-0.9799
521,4.1058,9.3747,-0.6939,0.7201
522,3.7138,0.0985,0.836,0.5488
523,-0.5156,-6.347,-0.9652,0.2614
524,8.1578,1.3099,-0.7881,0.6155
525,6.2293,-0.3971,0.671,-0.7415
526,-8.4527,3.5838,0.0377,0.9993
527,-9.4597,3.6029,0.9782,-0.2075
528,-8.611,9.0788,0.9656,-0.26
529,-7.1805,-6.4024,0.0149,0.9999
530,-3.11,0.3387,-0.5778,0.8162
531,-7.621,9.3992,0.7923,-0.6101
532,5.4509,-3.0729,0.9781,-0.2082
533,1.4266,-3.603,-0.9375,0.3479
534,7.1795,-8.9818,-0.4314,0.9021
535,5.412,5.3066,-0.9866,-0.1632
536,-3.2515,6.3124,-0.3811,-0.9245
537,-7.2235,0.9529,-0.147,0.9891
538,-8.6421,-8.1063,-0.0849,-0.9964
539,4.5205,5.0176,0.9478,0.3189
540,-5.9561,3.691,0.9524,0.3048
541,8.9476,4.0953,-0.7554,0.6552
542,-9.4978,8.5673,-0.6053,0.796
543,8.9372,-8.5482,-0.4008,0.9162
544,8.0471,8.9402,-0.9984,0.0564
545,-7.253,-0.4227,-0.4299,0.9029
546,-2.6942,3.0762,0.3549,0.9349
547,-4.9477,1.3513,-0.365,0.931
548,-0.8831,0.4644,0.9876,-0.157
549,-8.9639,1.8758,-0.8481,0.5299
550,7.5832,6.6822,-0.9403,0.3404
551,6.8589,-2.2116,-0.8866,-0.4626
552,-6.8133,-8.525,0.9945,-0.1045
553,-6.2367,-8.5486,0.0527,0.9986
554,4.4487,4.5022,-0.4185,-0.9082
555,6.6612,-3.5861,-0.2121,-0.9772
556,-2.358,0.8026,-0.7811,-0.6244
557,2.6326,-4.4964,0.8491,0.5283
558,8.9239,-5.7795,-0.4435,-0.8963
559,4.9079,-1.8457,0.92,0.3919
560,8.9474,7.643,-0.823,-0.568
561,-7.7158,-5.4417,-0.0654,-0.9979
562,-7.1753,1.8296,0.2428,0.9701
563,7.2559,-9.4106,0.5444,-0.8388
564,0.0206,-5.4297,0.9819,0.1896
565,-4.0184,-4.4074,0.5559,-0.8313
566,-4.447,8.0401,-0.9691,0.2467
567,-9.3738,2.182,0.2022,0.9793
568,7.69,-9.0036,0.6671,0.745
569,-4.8446,0.4209,0.9573,-0.2892
570,-9.4259,-0.0709,0.8976,0.4409
571,-6.8176,1.3408,0.3144,0.9493
572,5.4377,0.5149,-0.5767,0.817
573,-6.1989,1.413,-0.728,-0.6856
574,9.5312,0.892,-0.9606,-0.2778
575,1.701,9.3574,0.7042,0.71
576,-0.8403,4.575,-0.247,0.969
577,0.4976,7.5491,0.0706,0.9975
578,-7.1104,8.1412,0.2271,0.9739
579,9.4053,-2.62,-0.8482,0.5297
580,9.5712,-0.9599,-0.2848,-0.9586
581,5.9641,5.3453,0.2031,0.9792
582,8.5866,-7.2277,-0.6692,0.7431
583,-0.3845,1.3105,-0.7742,0.633
584,-6.8426,-0.8277,0.9891,-0.1474
585,-4.5453,-1.8324,0.9597,-0.281
586,-5.447,-5.7877,0.3098,-0.9508
587,-1.7578,-3.5641,0.0524,0.9986
588,9.0817,4.5364,0.91,0.4146
589,-8.0517,-8.9978,-0.4081,0.9129
590,5.0607,-0.89,-0.1053,0.9944
591,5.4733,3.6513,-0.9993,-0.0372
592,9.3961,-5.0666,0.1733,-0.9849
593,-7.2285,-6.8098,0.6293,-0.7772
594,4.9789,-3.201,0.5614,-0.8276
595,-5.9641,1.2538,-0.6359,0.7718
596,4.5693,4.0877,-0.3842,-0.9232
597,-7.2195,8.6004,-0.3846,0.9231
598,6.863,4.4102,0.9277,0.3734
599,9.4302,3.638,-0.2996,-0.954
600,3.9452,-3.2504,0.9981,0.0617
601,5.3364,-6.3566,-0.8416,0.5402
602,3.9933,0.8451,-0.4783,0.8782
603,1.4461,-0.0558,-0.3483,-0.9374
604,6.7385,-6.1995,0.1019,-0.9948
605,0.895,2.1505,-0.3334,0.9428
606,3.9589,3.7072,0.3776,-0.926
607,0.8587,-9.4577,-0.2724,0.9622
608,6.3969,-5.7925,-0.9437,0.3309
609,-8.0526,1.3561,-0.1439,-0.9896
