id,x,y,tx,ty
70,-3.0977,-3.715,-0.5423,-0.8402
71,7.6027,4.088,-0.3548,-0.9349
72,5.0853,0.7777,0.5837,-0.812
73,4.0626,2.1735,0.0021,1.0
74,7.8069,-1.174,-0.9978,0.0664
75,1.8544,-2.9885,0.1799,0.9837
76,2.9109,-8.6576,0.997,-0.0774
77,3.819,-6.8379,0.9389,-0.3443
78,4.9032,6.7162,0.9695,0.2452
79,2.1706,-0.0557,-0.2755,-0.9613
80,-7.0102,-8.9651,0.8917,-0.4526
81,-1.7521,-2.9958,0.4225,0.9064
82,-6.6712,4.7637,-0.9102,-0.4141
83,-2.9359,5.781,0.8623,-0.5064
84,3.7046,7.8315,0.9773,0.2117
85,0.1324,-6.8451,-0.3244,-0.9459
86,7.7168,-7.0077,-0.2931,0.9561
87,1.1939,-5.9511,0.8893,-0.4574
88,-2.9949,1.1125,0.9835,-0.1808
89,-5.9712,0.8198,0.9393,-0.3431
90,2.9956,3.028,-0.9869,0.1613
91,-4.9944,-3.1648,0.6473,-0.7623
92,-4.8817,-1.9541,0.5597,-0.8287
93,-4.698,-3.773,-0.4207,0.9072
94,-5.7144,-5.6711,0.4758,-0.8796
95,-1.8897,5.7377,0.9731,0.2304
96,1.7229,-7.0337,-0.8226,-0.5687
97,7.6004,-1.9396,0.1253,0.9921
98,-1.0382,-2.1533,0.7265,0.6871
99,-2.7171,-2.7105,0.8854,0.4649
100,-7.6755,-2.931,-0.3311,-0.9436
101,-4.9796,-6.9275,-0.5352,0.8447
102,2.8444,1.1707,-0.1579,-0.9875
103,-5.9508,8.7606,0.9169,0.3992
104,-0.9296,-7.6134,-0.3988,0.917
105,-8.0043,-7.8219,-0.9694,-0.2456
106,-5.9929,-4.7757,0.2531,-0.9674
107,5.6425,2.8253,-0.4187,0.9081
108,-6.758,-4.7594,-0.7031,-0.7111
109,5.1247,2.0787,0.7542,-0.6567
110,1.752,2.1927,-0.7465,-0.6654
111,-5.7542,-3.7157,0.1069,0.9943
112,-4.7647,1.1274,0.9883,0.1527
113,-2.7431,-6.8557,0.685,-0.7285
114,2.0292,-4.0445,0.9911,0.1332
115,8.9965,-5.9919,0.7058,-0.7084
116,4.6921,-0.2355,-0.9835,-0.1808
117,-4.0154,7.7526,0.9276,-0.3736
118,-4.1441,-8.5673,0.3017,-0.9534
119,1.9005,-7.9313,0.9999,-0.013
120,4.0674,-2.0232,-0.5914,0.8064
121,-1.7401,-7.6266,0.1078,-0.9942
122,-7.677,2.0964,-0.8161,0.5779
123,-8.9705,-4.8924,-0.992,0.1261
124,2.8709,1.8917,-0.6959,-0.7182
125,4.7117,-7.6719,0.7012,-0.713
126,-2.1228,-1.0995,0.995,-0.0998
127,-6.6646,-6.7818,0.1146,-0.9934
128,-0.0183,6.963,-0.8695,0.494
129,-3.1422,0.0696,-0.8804,0.4743
130,2.8657,-5.6341,-0.0779,-0.997
131,-8.0364,2.746,0.0705,0.9975
132,8.9507,-0.1066,0.7686,0.6397
133,8.9499,4.154,-0.611,0.7916
134,-8.7318,-5.6831,-0.2319,0.9728
135,-2.7028,-7.6851,-0.2869,0.958
136,-6.0806,-8.618,0.1028,0.9947
137,-7.0697,-7.6195,0.9652,0.2614
138,5.7595,-6.091,0.9937,0.1121
139,3.1705,3.7389,0.997,-0.0771
140,-1.0178,-6.0005,-0.8988,0.4384
141,-7.8887,-7.0298,-0.7473,0.6645
142,0.7552,3.6783,-0.4278,-0.9039
143,-0.9257,7.6911,0.1981,0.9802
144,7.6785,6.7578,0.951,-0.3092
145,7.7669,4.8567,0.2264,-0.974
146,-2.8746,4.8179,0.8463,0.5327
147,-7.6711,-6.0178,-0.8689,0.495
148,7.6341,5.8455,0.7252,-0.6886
149,-0.922,3.8698,0.9403,-0.3403
150,-0.9675,5.0203,-0.9791,0.2034
151,-4.9792,-7.8097,-0.7567,-0.6538
152,-6.7272,1.1258,0.498,0.8672
153,-3.7976,-6.7749,0.9985,-0.0555
154,3.8876,2.9947,0.1149,0.9934
155,-6.9208,-3.9835,0.936,-0.3521
156,-1.0731,-8.7849,-0.5896,-0.8077
157,7.9746,-4.8602,-0.7795,-0.6264
158,-0.0799,8.6183,-0.9968,-0.0796
159,7.5779,-7.6654,0.1212,0.9926
160,4.7368,5.6403,0.4454,0.8953
161,-3.0674,3.1587,0.1844,0.9829
162,1.8533,-8.8623,0.3888,0.9213
163,3.8556,0.7384,0.1848,-0.9828
164,7.7979,2.991,-0.5884,0.8086
165,-7.7846,8.6895,0.9347,0.3555
166,6.8005,3.799,0.9812,-0.1929
167,2.7535,4.6569,0.745,-0.667
168,-8.707,-7.8488,0.8987,-0.4385
169,4.987,4.7469,0.9995,-0.032
170,-7.8701,5.9243,0.4602,0.8878
171,-8.9567,-0.0323,-0.7949,0.6067
172,-7.7062,-8.7488,0.0517,-0.9987
173,-3.8445,-4.8697,-0.3327,-0.943
174,4.8733,8.7539,0.5678,0.8232
175,-7.0419,1.9522,0.4019,-0.9157
176,6.9752,-7.9668,0.1599,0.9871
177,-6.6978,-1.0894,0.1638,0.9865
178,6.6435,-3.9744,-0.9731,-0.2302
179,-6.7761,-0.2222,-0.8343,-0.5513
180,-1.2019,-4.8428,-0.876,-0.4822
181,-2.1438,4.9711,0.8393,0.5437
182,3.8027,-7.7987,0.718,-0.6961
183,0.8533,7.6537,-0.0979,0.9952
184,6.8957,-5.8634,0.6868,0.7269
185,-2.7699,-8.9376,0.7655,-0.6435
186,-7.6782,7.8188,0.9614,-0.2751
187,-2.1408,-6.7379,0.6477,-0.7619
188,-3.8387,-3.0901,0.3653,-0.9309
189,2.139,4.84,-0.5608,-0.8279
190,1.0782,1.7503,-0.9494,-0.3141
191,6.9776,1.9834,0.8543,0.5197
192,-8.9959,-3.7156,-0.8391,0.544
193,-4.0145,3.1125,-0.6968,0.7173
194,7.0622,3.1231,-0.0612,0.9981
195,6.03,3.8945,-0.1662,-0.9861
196,-8.0447,6.9884,-0.9997,0.0259
197,5.1169,4.077,0.8731,0.4875
198,2.7029,-2.181,0.1863,0.9825
199,5.8209,-6.7172,-0.4072,-0.9134
200,4.8859,-5.962,0.8878,0.4603
201,-2.1238,8.7878,0.5939,-0.8045
202,0.0135,3.1733,-0.9995,0.0305
203,-2.1959,-5.8594,-0.9926,0.1217
204,1.1997,-0.8612,-0.8361,-0.5485
205,6.7238,-4.809,0.4522,-0.8919
206,7.7825,2.1535,-0.5766,0.817
207,-0.0547,0.07,-0.437,-0.8994
208,8.6959,0.8937,-0.9159,-0.4014
209,0.9834,-5.0209,-0.1068,0.9943
210,-0.0351,-2.7043,0.723,-0.6908
211,1.8945,4.0615,0.2936,-0.9559
212,5.7029,5.7565,-0.544,-0.8391
213,1.7994,5.7892,0.5907,-0.8069
214,6.8983,-2.6928,0.6721,-0.7405
215,-1.9029,-4.1496,-0.2586,-0.966
216,-7.7787,3.7034,0.5199,-0.8542
217,-2.0252,8.0573,-0.3241,-0.946
218,-2.1104,-8.9517,-0.425,-0.9052
219,5.1004,-2.8365,-0.7349,-0.6782
220,7.9745,7.7012,0.0171,-0.9999
221,-7.7565,1.1619,0.5432,0.8396
222,3.8394,-0.8514,0.7327,-0.6805
223,2.1842,2.9436,0.6929,-0.721
224,7.7048,-4.0349,0.9832,0.1827
225,-8.8147,3.8381,0.4586,-0.8887
226,-8.5871,8.8247,0.6897,0.7241
227,8.6112,7.033,-0.5097,0.8604
228,8.0471,-8.6463,-0.0408,-0.9992
229,8.7015,-8.9936,0.5318,0.8469
230,8.6882,2.7799,0.4142,-0.9102
231,0.9606,-1.934,0.4935,-0.8698
232,0.7552,-7.9049,-0.9989,-0.0469
233,2.8124,8.8857,0.9992,0.0401
234,-8.9836,1.0736,-0.2306,0.973
235,7.0623,1.0133,-0.742,-0.6703
236,-3.7456,-0.8817,0.993,-0.1179
237,3.093,-7.8896,-0.6762,-0.7367
238,8.6361,7.902,-0.0616,0.9981
239,3.9917,5.7045,-0.666,-0.746
240,-1.8971,1.7599,-0.9686,-0.2486
241,-4.0424,4.9711,0.1864,-0.9825
242,-4.9803,4.0631,0.7825,0.6227
243,4.1358,-5.986,0.0692,-0.9976
244,5.6869,4.65,-0.9666,-0.2564
245,-7.6881,5.1046,0.9731,-0.2304
246,7.9881,-0.233,-0.5457,0.838
247,5.7764,1.1974,-0.6724,-0.7401
248,6.6843,5.6637,0.9102,-0.4142
249,3.1262,5.8519,0.7996,0.6005
250,4.0345,4.946,0.9232,-0.3843
251,7.884,0.9522,-0.3804,-0.9248
252,-0.2419,-4.0755,0.9105,0.4134
253,-2.0425,-5.0404,-0.3148,0.9492
254,-4.9518,-4.8226,-0.2598,-0.9657
255,-4.8835,8.6711,0.9118,0.4107
256,0.9886,-6.8775,-0.8697,-0.4937
257,9.0282,-3.962,-0.5667,0.8239
258,-5.8945,-1.1835,-0.725,-0.6887
259,-2.1933,3.162,0.959,0.2835
260,6.9022,-2.1575,0.6916,-0.7223
261,-4.6613,2.8712,0.9862,-0.1658
262,-8.7953,6.9352,0.9809,-0.1943
263,-3.8322,-0.1647,-0.0022,-1.0
264,-0.9534,-0.8726,0.6842,0.7293
265,2.0258,-5.0464,0.0519,-0.9987
266,3.7178,6.8164,0.9881,0.1539
267,0.7691,2.9587,0.9904,0.1386
268,-0.8023,0.9427,-0.4462,0.8949
269,-5.7444,2.9731,-0.9975,0.0713
270,8.8169,-1.8877,0.1279,-0.9918
271,-6.6103,4.1474,-0.407,-0.9134
272,0.751,6.7211,-0.9428,0.3334
273,3.036,-4.0382,-0.1479,0.989
274,5.6665,0.0894,0.9998,-0.0181
275,0.7641,9.0364,-0.8944,0.4474
276,3.7482,-2.9046,-0.9537,0.3007
277,6.6295,-8.5776,0.5165,0.8563
278,4.8095,-5.0761,0.2778,-0.9606
279,0.0783,-1.085,-0.3465,-0.938
280,-0.2088,2.1122,0.1826,0.9832
281,-0.9615,8.578,0.869,0.4948
282,-7.8882,-2.0558,-0.4229,-0.9062
283,8.9945,4.8131,-0.5646,-0.8254
284,1.0028,4.917,-0.1456,0.9893
285,7.6003,-5.9728,0.9527,-0.3039
286,4.1232,-5.0644,0.5824,0.8129
287,-3.8869,-7.9736,-0.911,0.4125
288,-5.7678,3.9274,0.9379,-0.3469
289,9.0112,8.6412,-0.8755,0.4833
290,7.0158,-0.8779,-0.6445,-0.7646
291,-7.8116,-1.064,-0.8,0.5999
292,-6.8045,-2.936,-0.1516,0.9884
293,-3.8195,3.7449,0.9949,-0.1005
294,-0.7623,0.0369,-0.8421,0.5394
295,1.9575,1.137,0.7867,-0.6174
296,-5.6853,-1.7529,0.1256,0.9921
297,5.0864,-6.9646,0.2297,0.9732
298,0.7835,1.1742,0.9809,0.1944
299,-5.9259,0.0615,-0.5793,-0.8151
300,5.9966,-2.0938,-0.6778,0.7353
301,-7.044,7.8377,0.6583,-0.7528
302,5.6428,-1.2019,-0.9859,0.1675
303,6.7691,4.9312,0.9801,-0.1985
304,6.7096,-7.0488,0.3941,0.9191
305,-1.7351,4.0201,0.6782,-0.7349
306,-5.8222,7.9395,0.1663,-0.9861
307,7.6359,8.9098,0.1311,-0.9914
308,9.007,-6.6915,0.561,-0.8278
309,-3.9826,1.7677,0.0692,-0.9976
310,0.957,0.0223,-0.7017,-0.7125
311,1.9815,-0.9228,0.6788,0.7343
312,4.9603,-3.7391,0.9792,0.2029
313,-3.8404,-4.113,0.8789,-0.4771
314,0.2115,4.0887,-0.7432,-0.6691
315,-4.9158,2.1444,0.2883,-0.9576
316,-0.2011,-7.9681,-0.9933,0.1158
317,2.7033,-6.7754,0.7404,0.6721
318,6.0722,-4.7028,0.7063,0.7079
319,1.0013,-3.816,-0.3939,-0.9192
320,3.1039,-3.0218,-0.9056,0.424
321,8.9814,-2.8147,0.3059,0.9521
322,8.7929,-0.9904,-0.9986,0.0528
323,-4.6653,4.9391,0.9197,0.3926
324,-2.0182,6.8345,-0.8703,-0.4926
325,-8.7127,2.0782,-0.1191,0.9929
326,4.037,8.8437,0.2944,-0.9557
327,-1.7643,-2.0341,-0.3702,0.9289
328,-1.1807,2.0531,-0.9607,0.2777
329,1.8017,7.7145,0.9973,0.0729
330,0.1226,1.1018,0.8982,0.4396
331,2.938,6.8578,-0.7804,0.6253
332,-6.7796,6.6377,-0.9921,0.1257
333,8.6535,5.7983,-0.8089,-0.5879
334,1.0321,-8.9732,-0.2588,0.9659
335,4.705,-1.944,-0.3388,-0.9408
336,1.9641,-5.7654,0.638,-0.77
337,4.9284,3.1284,0.1865,-0.9825
338,-8.6054,-2.8682,0.9692,0.2464
339,8.8115,-5.0134,-0.9925,0.1222
340,5.8989,-3.1292,0.7904,0.6126
341,-7.8692,0.0566,0.05,0.9988
342,-0.85,-6.8122,0.9965,-0.0837
343,-4.098,8.8511,0.6253,0.7804
344,3.9558,3.8516,-1.0,0.007
345,-6.6909,-1.8033,-0.7369,-0.6761
346,-5.6821,7.0478,-0.2943,-0.9557
347,-0.9196,6.778,-0.9306,-0.3661
348,3.1577,0.1981,0.9981,0.0614
349,-3.1068,2.0827,-0.4622,0.8868
350,8.607,1.9513,-0.9938,-0.1111
351,-2.9768,-1.1371,0.8514,0.5245
352,-1.1847,5.6833,-0.591,0.8067
353,-6.0136,-2.8236,0.9783,0.2071
354,-1.2143,-2.723,0.8806,0.4739
355,-6.7104,8.644,-0.7975,0.6033
356,-0.0333,-8.899,0.672,0.7405
357,0.0868,-5.1235,-0.9113,-0.4117
358,-3.6701,0.9347,-0.3712,-0.9285
359,-2.7315,4.0674,0.3125,-0.9499
360,-3.7601,6.9634,0.3081,0.9513
361,-7.6239,-3.8447,0.4956,0.8686
362,8.8981,-7.7076,0.7918,0.6108
363,-3.0865,6.7001,-0.6545,-0.756
364,-7.029,3.0053,-0.2701,-0.9628
365,-6.0371,6.0731,0.9804,0.1972
366,-5.1192,-0.7513,0.9208,-0.3901
367,5.9417,-3.8764,0.9472,0.3208
368,4.9324,-9.0187,-0.9665,-0.2566
369,4.8434,8.0553,-0.2544,-0.9671
370,-2.861,7.8541,0.689,-0.7248
371,-0.1858,-5.944,-0.2237,-0.9746
372,-8.7007,-1.8559,0.3193,-0.9476
373,-2.0327,1.188,-0.5329,0.8462
374,-8.6644,-7.0503,0.3961,-0.9182
375,6.6076,6.7552,0.876,0.4824
376,-0.1946,7.6499,0.7894,-0.6138
377,-5.1017,6.7331,-0.9556,-0.2946
378,5.8042,1.7513,0.4104,-0.9119
379,1.8506,-1.9105,-0.9555,0.2951
380,-8.6865,-0.7449,-0.6199,-0.7846
381,0.0383,-2.1817,-0.9863,-0.1651
382,-4.0427,-5.9003,-0.1154,-0.9933
383,-5.9826,-7.7401,0.8713,0.4907
384,1.204,-2.7598,0.929,0.3702
385,-2.1863,0.0419,0.0182,0.9998
386,-6.665,6.0844,0.5382,0.8428
387,3.763,-8.79,0.6927,-0.7213
388,-1.1722,-3.8299,0.1922,0.9813
389,-0.1818,5.6945,0.9885,-0.1511
390,1.8681,8.9484,-0.5193,0.8546
391,7.0037,9.0243,0.4137,0.9104
392,7.0715,7.9982,0.2469,-0.9691
393,-5.9473,-7.0554,-0.5427,-0.8399
394,-1.2007,3.1235,-0.9999,0.0113
395,3.0256,-4.9426,-0.9401,-0.3409
396,7.6437,-2.9234,-0.1923,-0.9813
397,-4.9762,-6.0552,0.135,0.9909
398,-7.5822,-5.0133,0.9997,-0.023
399,5.6751,7.7696,0.9875,-0.1577
400,-4.8378,-8.6953,-0.5861,-0.8102
401,2.893,-1.1007,0.3117,0.9502
402,-6.0809,1.9791,-0.4245,-0.9054
403,-3.9297,6.0993,0.8989,0.4382
404,-8.7902,6.0033,0.9815,0.1914
405,2.0592,7.0353,-0.0483,0.9988
406,-5.8888,4.706,-0.9725,0.2327
407,-9.0358,2.917,0.6766,-0.7364
408,-8.5543,4.9143,-0.143,-0.9897
409,-4.9206,7.6375,-0.0458,-0.999
410,-3.0356,8.8367,-0.8924,0.4512
411,5.7908,9.0069,-0.5669,0.8238
412,-6.6503,-5.8454,-0.6893,0.7245
413,5.7519,6.7821,0.997,-0.0775
414,0.8009,5.9335,0.9684,0.2494
415,-8.8583,-8.5767,0.6708,-0.7416
